train_loss,train_acc,val_loss,val_acc
2.2780096530914307,0.42774999141693115,2.662677049636841,0.3159981369972229
1.0162453651428223,0.703083336353302,1.2618051767349243,0.631646454334259
0.5937426686286926,0.8315833210945129,1.0234675407409668,0.6998600959777832
0.36940062046051025,0.9011666774749756,1.1000781059265137,0.683418869972229
0.2336854487657547,0.9424999952316284,1.0357403755187988,0.7018423676490784
0.16271458566188812,0.9639999866485596,1.048875331878662,0.7075559496879578
0.11538230627775192,0.9776666760444641,1.0203561782836914,0.7170009613037109
0.07274416089057922,0.9893333315849304,1.0105476379394531,0.7264459133148193
0.05430068075656891,0.9903333187103271,0.9885497689247131,0.735541045665741
0.03560634329915047,0.9952499866485596,0.9963979125022888,0.7334421873092651
0.034950461238622665,0.9946666955947876,0.9662609100341797,0.7465018630027771
0.027650395408272743,0.9958333373069763,0.9438349008560181,0.7546641826629639
0.024458441883325577,0.996666669845581,0.937899112701416,0.7611940503120422
0.020220056176185608,0.9973333477973938,0.9691362380981445,0.744752824306488
0.014662029221653938,0.9983333349227905,0.9791787266731262,0.7495335936546326
0.01584543287754059,0.9979166388511658,0.9465134739875793,0.7586287260055542
0.016622023656964302,0.9975000023841858,0.9903926849365234,0.7510494589805603
0.013776361010968685,0.9982500076293945,1.0101768970489502,0.7438199520111084
0.01190157700330019,0.9984999895095825,0.9956935048103333,0.7498834133148193
0.00925541017204523,0.9989166855812073,1.011803150177002,0.7494170069694519
0.007534026633948088,0.9991666674613953,1.0065704584121704,0.7515158653259277
0.007645137142390013,0.9993333220481873,0.9697474241256714,0.7567630410194397
0.006943596061319113,0.9991666674613953,0.9888503551483154,0.756646454334259
0.00707450183108449,0.9989166855812073,1.0179189443588257,0.7527984976768494
0.007628962397575378,0.9988333582878113,0.9839376211166382,0.7560634613037109
0.006036652252078056,0.9991666674613953,0.9855634570121765,0.7578125
0.0049331034533679485,0.9993333220481873,0.9859688878059387,0.7578125
0.005925258621573448,0.9991666674613953,1.0029326677322388,0.7538479566574097
0.006362497806549072,0.9988333582878113,1.0804649591445923,0.7445195913314819
0.004479722585529089,0.9995833039283752,1.0049636363983154,0.7553638219833374
