train_loss,train_acc,val_loss,val_acc
3.882507801055908,0.19724999368190765,3.658724784851074,0.1823693960905075
3.0545127391815186,0.4045833349227905,1.78902268409729,0.5135261416435242
2.7917380332946777,0.48391667008399963,1.3605204820632935,0.6205690503120422
2.612910747528076,0.5286666750907898,1.252103567123413,0.643190324306488
2.481196403503418,0.5734166502952576,1.2372534275054932,0.6639459133148193
2.3683085441589355,0.609333336353302,1.3028684854507446,0.6423740386962891
2.294037103652954,0.6259166598320007,1.1406019926071167,0.6926305890083313
2.2195913791656494,0.6553333401679993,1.115139126777649,0.7013759613037109
2.1509714126586914,0.6765000224113464,1.0909148454666138,0.7055736780166626
2.076345443725586,0.6994166374206543,1.0374191999435425,0.7222481369972229
2.0469582080841064,0.7005000114440918,1.1923943758010864,0.6764225959777832
1.9975963830947876,0.7159166932106018,1.158665657043457,0.6934468150138855
1.9596240520477295,0.7264166474342346,1.352148175239563,0.65135258436203
1.9095944166183472,0.7407500147819519,1.2855932712554932,0.6648787260055542
1.8893989324569702,0.746999979019165,1.4375431537628174,0.6414412260055542
1.853091835975647,0.7508333325386047,1.2300519943237305,0.6802704930305481
1.8300992250442505,0.7621666789054871,1.372484564781189,0.6662780046463013
1.8020994663238525,0.7668333053588867,1.1992392539978027,0.6985774040222168
1.7689093351364136,0.7751666903495789,1.1160603761672974,0.717583954334259
1.7626783847808838,0.7754999995231628,1.461153507232666,0.6440065503120422
1.7552168369293213,0.7680000066757202,1.317010760307312,0.6813199520111084
1.7196425199508667,0.784250020980835,1.3831149339675903,0.6663945913314819
1.688462257385254,0.7874166369438171,1.3745675086975098,0.6631296873092651
1.662340521812439,0.7990833520889282,1.3844636678695679,0.6620802283287048
1.6480330228805542,0.7974166870117188,1.2659189701080322,0.691581130027771
1.6217055320739746,0.8040000200271606,1.203212022781372,0.709771454334259
1.6163012981414795,0.8036666512489319,1.2400352954864502,0.6985774040222168
1.6039962768554688,0.8018333315849304,1.333131194114685,0.6857509613037109
1.5934019088745117,0.8068333268165588,1.402754783630371,0.674440324306488
1.5745084285736084,0.8087499737739563,1.233201503753662,0.707206130027771
